Name	AppID	Genre	Tags	Votes_total	Positive_rating	Played_time (h)	Time_to_finish (h)	Time_to_complete (h)	100%_Completed	Developer	Publisher	Release_date	Removed_game	Minimum_requirements	Recommended_requirements
Fall of Civilization	467010	Adventure, Simulation, Strategy, Early Access	Early Access, Strategy, Adventure, Simulation	132	39.4	2.8	No time registered yet	No time registered yet	NA	Luke Dodds	Luke Dodds	19-Sep-2016	X	OS: Windows 7\/8\/10 64 bitProcessor: Duel Core Intel or AMD processor 2.3GHzMemory: 4 GB RAMGraphics: NVIDIA GT 545 or AMD 5570 card or higherDirectX: Version 11Storage: 800 MB available spaceSound Card: Intel HD 	OS: Windows 7\/8\/10 64 bitProcessor: Quad-core Intel or AMD processor, 2.5 GHz or fasterMemory: 8 GB RAMGraphics: NVIDIA GeForce 470 GTX or AMD Radeon 6870 HD series card or higherDirectX: Version 11Storage: 800 MB available spaceSound Card: Intel HD
Hell Girls	575550	Adventure, Indie, RPG, Strategy	Sexual Content, Anime, Nudity, Match 3, Mature, Puzzle, RPG, Indie, Strategy, Adventure, Female Protagonist, Casual, NSFW, Hentai, Memes, Singleplayer, Cute	3930	88	2.8	6	8	NA	Athena Works	Athena Works, SakuraGame	12-Jan-2017	X	OS: WIN7 SP1/WIN8/WIN10/XPProcessor: 1.2 GHzMemory: 1 GB RAMGraphics: DirectX 9 compatible graphics cardStorage: 1 GB available space	NA
Killing Floor	1250	Action	FPS, Zombies, Co-op, Survival, Horror, Action, Multiplayer, Online Co-Op, Gore, Shooter, Team-Based, First-Person, Survival Horror, Moddable, Great Soundtrack, Class-Based, Difficult, Singleplayer, Comedy, Adventure	64249	95	2.8	18	293	NA	Tripwire Interactive	Tripwire Interactive	14-May-2009	NA	                    OS: Windows XP\/Vista                     Processor: 1.2 GHZ or Equivalent                     Memory: 1 GB RAM                     Graphics: 64 MB DX9 Compliant                     Hard Drive: 2 GB free hard drive space                     Sound: DX 8.1 Compatible Audio                     	                    OS: Windows XP\/Vista                     Processor: 2.4 GHZ or Equivalent                     Memory: 2 GB RAM                     Graphics: 128 MB DX9 Compliant with PS 2.0 support                     Hard Drive: 2 GB free hard drive space                     Sound: Eax Compatible                    
Flesh Eaters	383580	Action, Adventure, Indie, RPG, Simulation	Indie, Action, Adventure, RPG, Zombies, Simulation, Early Access, Survival, Retro, RTS, Tactical, Real Time Tactics, Top-Down, Sandbox, Pixel Graphics, Survival Horror, Tactical RPG, Strategy, 2D, Horror	1336	71.3	2.8	2	12	NA	S.C. 16 BIT NIGHTS S.R.L.	S.C. 16 BIT NIGHTS S.R.L.	03-May-2016	NA	OS: Windows XP\/Windows Vista\/Windows 7\/8Processor: 1.6 GHzGraphics: DirectX 9.0 CompatibleStorage: 20 MB available spaceSound Card: DirectX 9.0 Compatible Sound	NA
Time Ramesside (A New Reckoning)	290650	Action, Adventure, Casual, Indie, RPG	Indie, Action, Casual, Adventure, RPG, Zombies, Shooter, FPS, Horror, Survival Horror, Early Access, Singleplayer, Survival	364	19	2.8	No time registered yet	No time registered yet	NA	Panzer Gaming Studios	Panzer Gaming Studios	29-Apr-2015	NA	OS: Windows XPProcessor: Dual CoreMemory: 4 GB RAMGraphics: Radeon 4000 seriesDirectX: Version 10Network: Broadband Internet connectionStorage: 15 GB available spaceSound Card: N\/A 	OS: Windows 10Processor: 8- CoreMemory: 8 GB RAMGraphics: Radeon R9DirectX: Version 12Network: Broadband Internet connectionStorage: 20 GB available spaceSound Card: N.A
Colin McRae Rally	287340	Racing, Sports	Racing, Sports, Offroad, Driving, Singleplayer, Simulation, Multiplayer, Arcade, Casual	2296	43.3	2.8	10	11	NA	Codemasters Digital	Codemasters	30-Jul-2014	X	OS: Windows Vista, Windows 7 or Windows 8Processor: Intel Core 2 Duo @ 1.6 GHz or AMD EquivalentMemory: 2 GB RAMGraphics: Nvidia 6800 or ATI X1300 or Intel HD3000Storage: 1 GB available spaceSound Card: DirectX Compatible Sound Device 	OS: Windows Vista 64 bit, Windows 7 64 bit or Windows 8 64 bitProcessor: Intel Core 2 Duo @ 2.4 or AMD EquivalentMemory: 4 GB RAMGraphics: Nvidia GTS240 or AMD HD5570 or Intel HD5200Storage: 1 GB available spaceSound Card: Direct X compatible soundcard
Vanguard Princess	262150	Action, Casual, Indie	Anime, Fighting, 2D Fighter, Indie, Female Protagonist, Action, Nudity, Casual, 2D, Mature, Cute, Arcade, Sexual Content, Singleplayer, Beat 'em up, Local Multiplayer, Local Co-Op, Multiplayer, Great Soundtrack, Cartoon	2857	70.3	2.8	1	2	NA	Tomoaki Sugeno	eigoMANGA	03-Mar-2014	NA	OS: Windows 10, 8.1, 8, 7, XP, 2000Processor: Pentium III 400MHz, 128MB RAMMemory: 1 GB RAMGraphics: Graphics card with 32MB Video RAMStorage: 470 MB available spaceAdditional Notes: DirectPlay must be installed for Windows 10 PCs	NA
Metro: Last Light	43160	Action	NA	0	NA	2.8	10	35	NA	4A Games	Deep Silver	NA	X	OS: Windows XP (32-Bit only), Vista, 7, or 8Processor: Dual Core CPU (2.2+ GHz Dual Core CPU or better)Memory: 2 GB RAMGraphics: DirectX 9, Shader Model 3 compliant graphics cards (GeForce 8800 GT 512 MB, GeForce GTS 250, etc)DirectX: Version 9.0cAdditional Notes: Metro: Last Light utilizes NVIDIA 3D Vision with compatible cards and hardware. 	OS: Windows 7 or 8Processor: Any Quad Core or 3.0+ GHz Dual Core CPUMemory: 2 GB RAMGraphics: DirectX 11 compliant graphics card (GeForce GTX 480 and above)DirectX: Version 11Additional Notes: Metro: Last Light utilizes NVIDIA 3D Vision with compatible cards and hardware.
YAIBA: NINJA GAIDEN Z	252230	Action, Adventure	Action, Hack and Slash, Adventure, Ninja, Zombies, Gore, Spectacle fighter, Comedy, Third Person, Beat 'em up, Character Action Game, Difficult, Singleplayer	797	64.4	2.8	6	10	NA	Spark Unlimited, comcept Inc., Team NINJA	KOEI TECMO GAMES CO., LTD.	21-Mar-2014	NA	OS: Windows®Processor: Dual core CPU 2.5 GHzMemory: 3 GB RAMGraphics: NVIDIA® GeForce® 9800 or betterStorage: 7 GB available spaceSound Card: Standard audio device 	OS: Windows®Processor: Quad core 2.7 GHz or betterMemory: 8 GB RAMGraphics: NVIDIA® GeForce® GTX 460 or betterStorage: 8 GB available spaceSound Card: 5.1 audio device
The Culling Of The Cows	297020	Action, Casual, Indie, Strategy	Indie, Casual, Action, Tower Defense, Strategy, Gore, Zombies, Violent, Shooter, 2D, Simulation, Adventure, Side Scroller, Singleplayer	3384	74.4	2.8	2	3	NA	Pixel Puzzles	Pixel Puzzles	09-May-2014	NA	OS: Windows 10, 8.1, 8, 7, Vista, XPProcessor: Core 2 DuoMemory: 1 GB RAMGraphics: DirectX 9.0 CompatibleStorage: 100 MB available spaceSound Card: Generic Sound Device 	OS: Windows 10, 8.1, 8, 7, Vista, XPProcessor: Quad coreMemory: 2 GB RAMGraphics: DirectX 9.0 CompatibleStorage: 100 MB available spaceSound Card: Generic Sound Device
Terra Incognita Chapter One: The Descendant	347560	Adventure, Indie, RPG, Early Access	Early Access, Indie, Adventure, RPG, RPGMaker, JRPG, Story Rich, Pixel Graphics	1021	64.9	2.8	3	3	NA	Back To Basics Gaming	Back To Basics Gaming	03-Feb-2015	NA	OS: Windows XP\/Windows Vista\/Windows 7\/8Processor: 1.6 GHzMemory: 128 MB RAMGraphics: DirectX 9.0 CompatibleDirectX: Version 9.0Storage: 550 MB available spaceSound Card: DirectX 9.0 Compatible Sound	NA
Zup!	533300	Casual, Indie	Puzzle, Casual, Indie, Fast-Paced, 2D, Physics, Short, Relaxing, Minimalist, Puzzle-Platformer, Point & Click, Singleplayer, Cute, Psychological Horror, Strategy, Action, Arcade, Memes, Funny, Hidden Object	8219	94.4	2.7	0	1	X	Quiet River	Quiet River	04-Oct-2016	NA	OS: Windows XP, 7, Vista, 8, 8.1, 10Processor: Intel Celeron 1800 MHzMemory: 256 MB RAMGraphics: Intel HD GraphicsDirectX: Version 9.0Storage: 15 MB available space 	OS: Windows XP, 7, Vista, 8, 8.1, 10Processor: Intel Core i3Memory: 512 MB RAMGraphics: Intel HD GraphicsDirectX: Version 9.0Storage: 20 MB available space
Porcunipine	352620	Action, Indie	Action, Indie, 4 Player Local, Local Multiplayer, Local Co-Op, Pixel Graphics	151	77.5	2.7	No time registered yet	No time registered yet	NA	Big Green Pillow	Curve Games	21-May-2015	NA	OS: Windows Vista or laterProcessor: 1Ghz Dual Core or higherMemory: 1 GB RAMGraphics: Integrated or higherStorage: 320 MB available space	NA
InFlux	246980	Adventure, Casual, Indie	Casual, Indie, Puzzle, Adventure, Platformer	216	68.1	2.7	3	4	NA	Impromptu Games	Impromptu Games	18-Sep-2013	NA	OS: Windows XP SP3\/Vista\/7\/8Processor: 2.0+ GHz processorMemory: 2 GB RAMGraphics: SM3-compatible video cardDirectX: Version 9.0Storage: 2 GB available space 	OS: Windows XP SP3\/Vista\/7\/8 64-bitProcessor: 2.0+ GHz multicore processorMemory: 4 GB RAMGraphics: ATI Radeon 3870 or higher, Nvidia GeForce 8800 GT or higher. 1024MB VRAMDirectX: Version 9.0Storage: 2 GB available space
G-Force	319170	Action, Adventure	Cult Classic, Story Rich, Action, War, Dark Fantasy, Third-Person Shooter, Adventure, Family Friendly, Emotional, Singleplayer, Open World, Historical, Casual, Beautiful, Cute, Atmospheric, Stealth, Funny, Simulation, Free to Play	497	94.2	2.7	9	11	NA	Eurocom	Disney	06-Oct-2014	NA	OS: Windows Vista\/XPProcessor: Intel Pentium 4 or AMD Athlon 2400 2.0GHz ProcessorMemory: 512 MB RAMGraphics: 128MB Nvidia GeForce 6600\/ATI Radeon X1300 Video CardDirectX: Version 9.0cStorage: 3 GB available spaceSound Card: DirectX 9.0c Compatible Sound Card	NA
Heavy Bullets	297120	Action, Indie	Indie, Action, Action Roguelike, FPS, Rogue-like, Shooter, Rogue-lite, Singleplayer, First-Person, Difficult, Retro, Dungeon Crawler, Perma Death, Horror, Psychedelic, Colorful, Procedural Generation, Adventure, Bullet Hell	1437	82.3	2.7	6	16	NA	Terri Vellmann, Doseone	Devolver Digital	18-Sep-2014	NA	OS: Windows XP or laterProcessor: 2.0 GHz Intel Core 2 DuoMemory: 2 GB RAMGraphics: DirectX9 - Nvidia \/ ATI \/ IntegratedDirectX: Version 9.0Storage: 300 MB available space	NA
The Fall	290770	Action, Adventure, Indie	Adventure, Sci-fi, Indie, Atmospheric, Puzzle, Action, Story Rich, Side Scroller, Singleplayer, Point & Click, Female Protagonist, Horror, Robots, Episodic, Dark, 2D, Cyberpunk, Short, Kickstarter, Metroidvania	3557	87.9	2.7	3	5	NA	Over The Moon	Over The Moon	30-May-2014	NA	OS: Windows XP SP3 or laterProcessor: 2.5 GHz dual coreMemory: 3 GB RAMGraphics: GeForce 8600 or equivalent, 256 MB memoryStorage: 530 MB available space	NA
$1 Ride	508290	Action, Casual, Indie	Casual, Action, Indie, Arcade	848	47.1	2.7	1	0	NA	BeHappy Studios	Back To Basics Gaming	28-Jul-2016	NA	OS: Windows XP\/Windows Vista\/Windows 7\/8\/10Processor: 1.5Ghz or betterMemory: 128 MB RAMGraphics: DirectX 9.0 CompatibleStorage: 45 MB available space	NA
BATTLE PIXELS	434500	Action, Casual, Indie, Strategy	Indie, Casual, Strategy, Action, Tanks, Singleplayer, 2D, Stylized, Funny, Retro, Arcade, War, Classic, Survival, Clicker, Anime, Grand Strategy	65	56.9	2.7	No time registered yet	No time registered yet	NA	AppyArt Games	tequibo	14-Jan-2016	NA	OS: WINDOWS XP \/ WINDOWS VISTA \/ WINDOWS 7 \/ WINDOWS 8 \/ WINDOWS 10Memory: 512 Mo MB RAMGraphics: DirectX or OpenGL Compatible Video cardStorage: 22 MB available space	NA
Flight Sim World	389280	Simulation	Simulation, Flight, Multiplayer, Atmospheric, Realistic, Open World, Action, Singleplayer, Relaxing, Building	1229	60	2.7	No time registered yet	No time registered yet	NA	Dovetail Games	Dovetail Games	NA	X	NA	NA
BioShock Infinite	8870	Action	FPS, Story Rich, Action, Singleplayer, Steampunk, Atmospheric, Shooter, First-Person, Beautiful, Alternate History, Adventure, Great Soundtrack, Dystopian , Sci-fi, Time Travel, Fantasy, Gore, Linear, RPG, Immersive	129825	93.9	2.7	12	27	NA	Irrational Games, Virtual Programming (Linux)	2K	25-Mar-2013	NA	OS: Windows Vista Service Pack 2 32-bit Processor: Intel Core 2 DUO 2.4 GHz \/ AMD Athlon X2 2.7 GHz Memory: 2GB Hard Disk Space: 20 GB free Video Card: DirectX10 Compatible ATI Radeon HD 3870 \/ NVIDIA 8800 GT \/ Intel HD 3000 Integrated Graphics Video Card Memory: 512 MB Sound: DirectX Compatible 	OS: Windows 7 Service Pack 1 64-bit Processor: Quad Core Processor Memory: 4GB Hard Disk Space: 30 GB free Video Card: DirectX11 Compatible, AMD Radeon HD 6950 \/ NVIDIA GeForce GTX 560 Video Card Memory: 1024 MB Sound: DirectX Compatible
FINAL FANTASY VI	382900	RPG	JRPG, RPG, Classic, Story Rich, Great Soundtrack, Singleplayer, Fantasy, Turn-Based Combat, Remake, Female Protagonist, Retro, Steampunk, Adventure, Open World, 1990's, Magic, Sci-fi, Anime, Turn-Based, Epic	2435	82	2.7	35	64	NA	Square Enix	Square Enix	16-Dec-2015	X	OS: Windows Vista \/ 7 \/ 8 \/ 8.1Processor: Pentium 4 2.4 GHzMemory: 2 GB RAMStorage: 950 MB available spaceAdditional Notes: *Anti-aliasing FXAA should be switched on at certain resolutions. Running Final Fantasy VI with an unsupported controller plugged in, even as a secondary device, can lead the game to crash.	NA
Frozen Synapse Prime	328600	Strategy	Strategy, Turn-Based, Turn-Based Strategy, Tactical, Top-Down, Sci-fi, Asynchronous Multiplayer, Great Soundtrack, Cyberpunk	334	63.8	2.7	18	34	NA	Double Eleven	Double Eleven	14-Nov-2014	X	OS: Windows 7 64 bitProcessor: Intel i3 760 @ 1.2GHz (Dual Core)Memory: 1 GB RAMGraphics: ATI Radeon HD 5450 OR NVidia GeForce 7300DirectX: Version 9.0Storage: 450 MB available spaceSound Card: Integrated 	OS: Windows 7 64 bitProcessor: Intel Core i5 760 @ 2.6GHz (Quad Core)Memory: 2 GB RAMGraphics: ATI Radeon HD 6770 1GB or Nvidia GTX 460 1GBDirectX: Version 11Network: Broadband Internet connectionStorage: 450 MB available spaceSound Card: Integrated
Unforgiving Trials: The Darkest Crusade	489220	Adventure, Indie, RPG	RPG, Indie, Rogue-like, JRPG, Difficult, Adventure, RPGMaker, 2D, Party-Based RPG, Pixel Graphics, Fantasy, Fighting, Arcade, Anime, Dark Fantasy, Medieval, Linear, Singleplayer, Old School, Turn-Based	632	63.8	2.6	11	0	NA	Amaterasu Software	Amaterasu Software	15-Jun-2016	NA	OS: WindowsR 7\/8\/8.1\/10 (32bit\/64bit)Processor: Intel Core2 Duo or betterMemory: 2 GB RAMGraphics: OpenGL 4.1 capable GPUDirectX: Version 9.0Storage: 700 MB available spaceAdditional Notes: 1280x768 or better Display	NA
GRID 2	44350	Racing, Sports	Racing, Driving, Sports, Multiplayer, Simulation, Arcade, Singleplayer, Realistic, Action, Controller, Split Screen, Local Multiplayer, Open World, Co-op, Online Co-Op, Casual, First-Person, Local Co-Op, 3D Vision, Automobile Sim	28627	83.8	2.6	17	29	NA	Codemasters Racing	Codemasters	NA	X	 Minimum OS: Windows Vista, Windows 7, Windows 8                Processor: Intel Core 2 Duo @ 2.4Ghz or AMD Athlon X2 5400+                Memory: 2 GB RAM                Hard Disk Space: 15 GB HD space                                Video Card: Intel HD Graphics 3000 \/ AMD HD2600 \/ NVIDIA Geforce 8600                DirectX®: 11                Sound: Direct X compatible soundcard                Additional: Broadband Internet connection                   Additional Supported Graphics Cards: Intel HD Graphics 3000, Intel HD Graphics 4000, Intel Graphics 5200.AMD Radeon HD2600 or higher, HD3650 or higher, HD4550 or higher, HD5000 Series, HD6000 Series, HD7000 Series.NVIDIA GeForce 8600 or higher, 9500 or higher, GTX220 or higher, GTX400 Series, GTX500 Series, GTX600 Series: AMD Fusion A8 or higher.         Recommended OS: Windows Vista 64 Bit, Windows 7 64 Bit, Windows 8 64 bit                Processor: Intel Core i7\/AMD Bulldozer                Memory: 4 GB RAM                Hard Disk Space: 15 GB HD space                                 Video Card: Intel Graphics 5200 \/ AMD HD6000 Series \/ Nvidia GTX500 Series minimum 1GB RAM                DirectX®: 11                Sound: Direct X compatible soundcard                Additional: Broadband Internet connection           	NA
The Blue Flamingo	302010	Action, Indie	Action, Indie, Shoot 'Em Up	607	46.1	2.6	0	2	NA	Might and Delight	Might and Delight	18-Nov-2014	NA	OS: Windows XP SP2Processor: 2.6 GHz single coreMemory: 2 GB RAMGraphics: DirectX 9.0 compatibilityDirectX: Version 9.0Storage: 600 MB available space 	OS: Windows 8Processor: 3.0 GHz dual coreMemory: 4 GB RAMGraphics: GeForce 8 series, ATI Radeon HD2xxxDirectX: Version 10Storage: 1 GB available space
Final Fantasy III (3D Remake)	239120	RPG	RPG, JRPG, Turn-Based, Remake, Classic, Fantasy, Singleplayer, Great Soundtrack, Retro, Adventure, Old School, Class-Based, Open World, Story Rich, Strategy, Turn-Based Strategy, Difficult, Epic, Turn-Based Combat	2768	82.6	2.6	19	22	NA	Square Enix	Square Enix	27-May-2014	NA	OS: Windows Vista, 7, 8Processor: Pentium 4,  2.4 GHzMemory: 2 GB RAMStorage: 800 MB available space	NA
Shadowrun Chronicles - Boston Lockdown	267750	Indie, RPG, Strategy	RPG, Turn-Based, Cyberpunk, Strategy, Multiplayer, Tactical, Indie, Sci-fi, Co-op, Kickstarter, Massively Multiplayer, Isometric, Fantasy, Turn-Based Strategy, Early Access	1331	59.2	2.6	23	144	NA	Cliffhanger Productions	Cliffhanger Productions	28-Apr-2015	X	OS: Windows 7\/Windows 8.1Processor: 2.0+ GHz or betterMemory: 2 GB RAMGraphics: 1024 MB NVidia or ATI graphics cardNetwork: Broadband Internet connectionStorage: 3 GB available spaceAdditional Notes: Requires internet connection to play 	OS: Windows 7\/Windows 8.1Processor: 2.5+ GHz or betterMemory: 4 GB RAMGraphics: 2048 MB NVidia or ATI graphics cardNetwork: Broadband Internet connectionStorage: 3 GB available spaceAdditional Notes: Requires internet connection to play
Velocity®Ultra	244890	Action, Indie	Action, Indie, Shoot 'Em Up, Female Protagonist, 2D	222	75.2	2.6	4	13	NA	Curve Studios, FuturLab	Curve Games	12-Dec-2013	NA	OS: Windows XP, Windows 7, Windows 8Memory: 2 GB RAMGraphics: NDIVIA GeForce series 512MB, AMD(ATI) Radeon series 512MBStorage: 650 MB available spaceSound Card: DirectX compatible 	Network: Broadband Internet connection
Two Digits	371330	Casual, Indie	Casual, Indie, Puzzle, Minimalist	379	71.8	2.6	4	4	NA	Cleverweek	Cleverweek	22-May-2015	NA	OS: Windows XPMemory: 128 MB RAMDirectX: Version 9.0Storage: 50 MB available space	NA
Stronghold 3	47400	Simulation, Strategy	Strategy, City Builder, Medieval, Simulation, RTS, Resource Management, Multiplayer, Historical, Sandbox, Base-Building, Singleplayer, Open World, Co-op, Atmospheric, Classic, Building, Survival, Economy, Real-Time, Great Soundtrack	4237	31.7	2.6	7	7	NA	FireFly Studios	FireFly Studios	25-May-2012	NA	OS: Windows 7\/8\/10\/11 Processor: Dual Core CPU – 2.0GHZ Memory: 2GB RAM Graphics: 256 MB ATI HD2600 XT or better, 256 MB nVidia 7900 GS or better DirectX®: DirectX 9.0c Hard Drive: 5 GB space free Sound: DirectX 9.0c-compatible sound card 	OS: Windows 7\/8\/10\/11 Processor: 1.8 GHz Quad Core CPU Memory: 4GB RAM Graphics: 512 MB ATI 4800 series or better, 512 MB nVidia 9800 series or better DirectX®: DirectX 9.0c Hard Drive: 5 GB space free Sound: DirectX 9.0c-compatible sound card
THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION	222420	Action	Fighting, Arcade, Action, 2D Fighter, Classic, Multiplayer, 2D, Retro, Pixel Graphics, Anime, Local Multiplayer, Great Soundtrack, Competitive	2303	89.6	2.6	1	88	NA	SNK CORPORATION, Code Mystics	SNK CORPORATION	16-Dec-2014	NA	OS: Windows XPProcessor: Intel Pentium 4 1.8GHz dual coreMemory: 1 GB RAMGraphics: Onboard graphics chipset with 256MB video RAMDirectX: Version 9.0cStorage: 1 GB available spaceSound Card: DirectSound	NA
Broken Sword 5 - the Serpent's Curse	262940	Adventure	Adventure, Investigation, Point & Click, Puzzle, Story Rich, Singleplayer, 2D, Mystery, Hand-drawn, Conspiracy, Historical, Detective, Funny, Immersive, Indie, Cartoon, Cartoony, Drama, Conversation, Retro	2291	88.8	2.6	6	7	NA	Revolution Software Ltd	Revolution Software Ltd	04-Dec-2013	NA	OS: Windows 10 \/ 8 \/ 7 \/ VistaProcessor: 1.4 GHzMemory: 1 GB RAMGraphics: 256 MBStorage: 7 GB available space	NA
Never Alone (Kisima Ingitchuna)	295790	Action, Adventure, Casual, Indie	Indie, Platformer, Local Co-Op, Atmospheric, Female Protagonist, Adventure, Story Rich, Puzzle, Local Multiplayer, Casual, Cute, Puzzle-Platformer, Co-op, Side Scroller, Great Soundtrack, Singleplayer, Action, Short, Nature, 2.5D	7966	81	2.6	3	4	NA	Upper One Games, E-Line Media	E-Line Media	18-Nov-2014	NA	OS: Windows 7Processor: Intel Core 2 Duo E4500 @ 2.2GHz  or AMD Athlon 64 X2 5600+ @ 2.8 GHzMemory: 2 GB RAMGraphics: GeForce 240 GT or Radeon HD 6570DirectX: Version 9.0cStorage: 3 GB available spaceAdditional Notes: Xbox 360 or equivalent gamepad required for local co-op 	OS: Windows 7 or newerProcessor: Intel Core 2 Quad Q9550 @ 2.8 GHz or AMD Phenom II X4 955 @ 3.2 GHzMemory: 4 GB RAMGraphics: GeForce GTX 650 Ti or Radeon HD 7790DirectX: Version 9.0cStorage: 3 GB available spaceAdditional Notes: Xbox 360 controller or equivalent recommended
